word,valence,arousal,dominance
fidelity,0.7,0.35,0.35
fiend,-0.6,0.5,-0.1333
fierce,-0.6,0.5,-0.1333
fiesta,0.475,0.475,0.225
fight,-0.6,0.7,0.0
fighting,-0.7,0.7,0.5
fill,0.6,0.1,0.2
filth,-0.6,0.1,-0.4
filthy,-0.6,0.1,-0.4
finally,0.26,0.4,0.1
fire,-0.5,0.7,-0.5
firearms,-0.6,0.7,0.0
fireman,0.6,0.1,0.2
firmness,0.6,0.1,0.2
firstborn,0.5333,0.4,0.3333
fits,-0.7,0.7,0.5
fitting,0.5333,0.4,0.3333
fixed,0.6,0.1,0.2
flabby,-0.6,0.1,-0.4
flaccid,-0.7,-0.4,-0.3
flagrant,-0.65,0.4,0.05
flagship,0.6,0.1,0.2
flange,0.6,0.1,0.2
flattering,0.8,0.6,0.5
flatulence,-0.6,0.1,-0.4
flaw,-0.7,-0.4,-0.3
flea,-0.6,0.1,-0.4
fled,-0.5,0.7,-0.5
flee,-0.5,0.7,-0.5
fleece,-0.6667,0.1333,-0.0667
flesh,-0.6,0.1,-0.4
flinch,-0.26,0.32,-0.2
flirt,0.475,0.475,0.225
flog,-0.625,0.275,-0.175
flood,-0.5,0.7,-0.5
flop,-0.65,-0.15,-0.35
flounder,-0.6,0.15,-0.4
flu,-0.5,0.7,-0.5
fluctuation,-0.6,0.7,0.0
fluke,0.3,0.7,-0.1
flying,-0.5,0.7,-0.5
foe,-0.6,0.7,0.0
follower,0.6,0.1,0.2
fondness,0.8,0.6,0.5
food,0.7,0.35,0.35
fool,-0.6,0.1,-0.4
football,0.5,0.55,0.4
footing,0.6,0.1,0.2
foray,-0.7,0.7,0.5
forbid,-0.7,-0.4,-0.3
forbidding,-0.6,0.7,0.0
force,-0.6,0.7,0.0
forced,-0.5,0.7,-0.5
forcibly,-0.6,0.7,0.0
forearm,-0.25,0.6,0.4
foreboding,-0.15,0.6,-0.1
forecast,0.4,0.3,0.25
foreclose,-0.6,0.15,-0.4
forefathers,0.7,0.35,0.35
foreigner,-0.5,0.7,-0.5
foresee,0.3667,0.4333,0.1333
foreseen,0.2,0.5,0.3
foresight,0.4,0.3,0.25
forewarned,-0.15,0.6,-0.1
forfeit,-0.7,0.15,0.1
forfeiture,-0.6,0.15,-0.4
forgiving,0.6,0.1,0.2
forgotten,-0.6,0.15,-0.4
forlorn,-0.7,-0.4,-0.3
formality,0.6,0.1,0.2
formative,0.6,0.1,0.2
formidable,-0.5,0.7,-0.5
forming,0.2,0.5,0.3
formula,0.6,0.1,0.2
forsake,-0.7,-0.4,-0.3
forsaken,-0.7,0.15,0.1
fort,0.6,0.1,0.2
fortitude,0.7,0.35,0.35
fortress,-0.2,0.1333,-0.2
fortune,0.475,0.475,0.225
foul,-0.6,0.5,-0.1333
found,0.7,0.35,0.35
fragile,-0.6,0.15,-0.4
frailty,-0.7,-0.4,-0.3
framework,0.6,0.1,0.2
frank,0.6,0.1,0.2
frankness,0.6,0.1,0.2
frantic,-0.15,0.5,-0.175
fraternal,0.7,0.35,0.35
fraud,-0.7,0.7,0.5
fraudulent,-0.65,0.4,0.05
fraught,-0.6,0.15,-0.4
frayed,-0.7,-0.4,-0.3
freakish,-0.2667,0.5,-0.3333
freedom,0.7,0.35,0.35
freely,0.7,0.35,0.35
frenetic,-0.3,0.7,-0.0333
frenzied,-0.6,0.7,0.0
fret,-0.5,0.7,-0.5
friction,-0.7,0.7,0.5
friend,0.7,0.35,0.35
friendliness,0.7,0.35,0.35
friendly,0.5333,0.4,0.3333
friendship,0.7,0.35,0.35
frigate,-0.5,0.7,-0.5
fright,-0.1,0.7,-0.3
frighten,-0.3,0.3333,-0.3
frightened,-0.1,0.7,-0.3
frightful,-0.6333,0.3333,-0.1
frisky,0.4333,0.6,0.2333
frolic,0.8,0.6,0.5
frown,-0.7,-0.4,-0.3
frowning,-0.6667,0.1333,-0.0667
fruitless,-0.7,-0.4,-0.3
frustrate,-0.6667,0.1333,-0.0667
frustrated,-0.7,0.7,0.5
frustration,-0.7,0.7,0.5
fugitive,-0.38,0.24,-0.1
fulfill,0.8,0.6,0.5
fulfillment,0.5333,0.4,0.3333
fully,0.6,0.1,0.2
fuming,-0.7,0.7,0.5
fun,0.5,0.55,0.4
fundamental,0.6,0.1,0.2
funeral,-0.7,-0.4,-0.3
fungus,-0.6,0.1,-0.4
funk,-0.7,-0.4,-0.3
furious,-0.65,0.4,0.05
furiously,-0.7,0.7,0.5
furnace,-0.7,0.7,0.5
furor,-0.7,0.7,0.5
furrow,-0.7,-0.4,-0.3
fury,-0.6333,0.3333,-0.1
fuse,0.6,0.1,0.2
fuss,-0.7,0.15,0.1
fussy,-0.6,0.1,-0.4
futile,-0.7,-0.4,-0.3
gaby,-0.6,0.1,-0.4
gag,-0.6,0.1,-0.4
gage,0.6,0.1,0.2
gain,0.5,0.55,0.4
gall,-0.65,0.4,0.05
gallows,-0.6333,0.3333,-0.1
gambler,0.25,0.6,0.1
gambling,0.25,0.6,0.1
gang,-0.6,0.7,0.0
gape,0.3,0.7,-0.1
garbage,-0.6,0.1,-0.4
garden,0.8,0.6,0.5
garish,-0.15,0.4,-0.25
garrison,0.6,0.1,0.2
gash,-0.5,0.7,-0.5
gasp,0.3,0.7,-0.1
gasping,-0.5,0.7,-0.5
gate,0.6,0.1,0.2
gateway,0.6,0.1,0.2
gauging,0.6,0.1,0.2
gawk,0.3,0.7,-0.1
gazette,0.6,0.1,0.2
gelatin,-0.6,0.1,-0.4
gem,0.8,0.6,0.5
general,0.6,0.1,0.2
generosity,0.475,0.475,0.225
generous,0.7,0.35,0.35
genial,0.8,0.6,0.5
gent,-0.6,0.5,-0.1333
gentleman,0.6,0.1,0.2
gentry,0.6,0.1,0.2
genuine,0.6,0.1,0.2
geriatric,-0.7,-0.4,-0.3
germ,-0.2,0.3,-0.05
germination,0.2,0.5,0.3
ghastly,-0.55,0.4,-0.45
ghetto,-0.6,0.1333,-0.4
ghost,-0.5,0.7,-0.5
ghostly,-0.5,0.7,-0.5
giant,-0.5,0.7,-0.5
gibberish,-0.7,0.7,0.5
gift,0.4333,0.6,0.2333
giggle,0.8,0.6,0.5
girder,0.6,0.1,0.2
glad,0.5,0.55,0.4
gladiator,-0.5,0.7,-0.5
gladness,0.8,0.6,0.5
glare,-0.6,0.7,0.0
glaring,-0.7,0.7,0.5
glee,0.8,0.6,0.5
glide,0.5,0.55,0.4
glimmer,0.4333,0.6,0.2333
glitter,0.1,0.35,0.05
gloom,-0.7,-0.4,-0.3
gloomy,-0.7,-0.4,-0.3
glorification,0.8,0.6,0.5
glorify,0.475,0.475,0.225
glory,0.5333,0.4,0.3333
glow,0.5333,0.4,0.3333
glum,-0.7,-0.4,-0.3
glut,-0.6,0.1,-0.4
gluttony,-0.6,0.1,-0.4
gnome,-0.6,0.5,-0.1333
gob,-0.6,0.1,-0.4
goblin,-0.55,0.4,-0.45
god,0.275,0.475,0.125
godless,-0.7,0.7,0.5
godly,0.7,0.35,0.35
godsend,0.55,0.65,0.2
gonorrhea,-0.625,0.275,-0.175
goo,-0.6,0.1,-0.4
good,0.475,0.475,0.225
goodness,0.475,0.475,0.225
gore,-0.625,0.275,-0.175
gorge,-0.6,0.1,-0.4
gorgeous,0.8,0.6,0.5
gory,-0.625,0.275,-0.175
gospel,0.6,0.1,0.2
govern,0.6,0.1,0.2
governess,0.6,0.1,0.2
government,-0.5,0.7,-0.5
governor,0.6,0.1,0.2
grab,-0.7,0.7,0.5
gradual,0.2,0.5,0.3
graduation,0.28,0.52,0.08
grammar,0.6,0.1,0.2
grandchildren,0.5333,0.4,0.3333
grandfather,0.6,0.1,0.2
grant,0.5333,0.4,0.3333
grasping,0.2,0.5,0.3
grated,-0.7,0.7,0.5
gratify,0.55,0.65,0.2
grating,-0.65,0.4,0.05
gratitude,0.8,0.6,0.5
gratuitous,-0.6,0.1,-0.4
grave,-0.6,0.15,-0.4
gravitate,0.2,0.5,0.3
gray,-0.65,-0.15,-0.35
greasy,-0.6,0.1,-0.4
greatness,0.5667,0.4667,0.2
greed,-0.65,0.4,0.05
greedy,-0.6,0.1,-0.4
green,0.7,0.35,0.35
greeting,0.3,0.7,-0.1
grenade,-0.5,0.7,-0.5
grief,-0.7,-0.4,-0.3
grievance,-0.6667,0.1333,-0.0667
grieve,-0.6,0.15,-0.4
grievous,-0.6333,0.3333,-0.1
grim,-0.46,0.32,-0.08
grime,-0.6,0.1,-0.4
grimy,-0.6,0.1,-0.4
grin,0.475,0.475,0.225
grisly,-0.55,0.4,-0.45
grit,0.6,0.1,0.2
grizzly,-0.5,0.7,-0.5
groan,-0.65,-0.15,-0.35
grope,-0.6,0.5,-0.1333
gross,-0.6,0.1,-0.4
grotesque,-0.6,0.1,-0.4
ground,0.6,0.1,0.2
grounded,-0.6,0.15,-0.4
grow,0.5333,0.4,0.3333
growl,-0.6,0.7,0.0
growling,-0.6,0.5,-0.1333
grudge,-0.7,0.7,0.5
gruesome,-0.6,0.1,-0.4
gruff,-0.65,0.4,0.05
grumble,-0.65,0.4,0.05
grumpy,-0.6667,0.1333,-0.0667
guarantee,0.6,0.1,0.2
guard,0.05,0.4,-0.15
guarded,0.6,0.1,0.2
guardian,0.6,0.1,0.2
guardianship,0.6,0.1,0.2
gubernatorial,0.6,0.1,0.2
guerilla,-0.5,0.7,-0.5
guess,0.3,0.7,-0.1
guidance,0.6,0.1,0.2
guide,0.6,0.1,0.2
guidebook,0.6,0.1,0.2
guillotine,-0.46,0.32,-0.08
guilt,-0.65,-0.15,-0.35
guilty,-0.7,0.15,0.1
gullible,-0.05,-0.15,-0.05
gulp,-0.1,0.7,-0.3
gun,-0.6,0.7,0.0
gunpowder,-0.5,0.7,-0.5
guru,0.6,0.1,0.2
gush,0.1,0.35,0.05
gusset,0.6,0.1,0.2
gut,-0.6,0.1,-0.4
gutter,-0.6,0.1,-0.4
habitual,0.2,0.5,0.3
hag,-0.55,0.4,-0.45
haggard,-0.7,-0.4,-0.3
hail,0.6,0.1,0.2
hairy,-0.6,0.1,-0.4
hallucination,-0.5,0.7,-0.5
halter,-0.6333,0.3333,-0.1
halting,-0.6,0.15,-0.4
hamstring,-0.7,0.15,0.1
handbook,0.6,0.1,0.2
handicap,-0.7,-0.4,-0.3
hanging,-0.625,0.275,-0.175
hangman,-0.5,0.7,-0.5
hankering,0.2,0.5,0.3
hap,0.25,0.6,0.1
happen,0.2,0.5,0.3
happily,0.8,0.6,0.5
happiness,0.5,0.55,0.4
happy,0.5333,0.4,0.3333
harass,-0.65,0.4,0.05
harassing,-0.7,0.7,0.5
harbinger,-0.3333,0.6333,0.1
harbor,0.6,0.1,0.2
hardened,-0.6,0.5,-0.1333
hardship,-0.7,-0.4,-0.3
hardy,0.7,0.35,0.35
harlot,-0.6,0.1,-0.4
harm,-0.5,0.7,-0.5
harmful,-0.625,0.275,-0.175
harmoniously,0.7,0.35,0.35
harmony,0.7,0.35,0.35
harrowing,-0.5,0.7,-0.5
harry,-0.7,0.15,0.1
harshness,-0.6,0.7,0.0
harvest,0.5,0.55,0.4
haste,0.2,0.5,0.3
hate,-0.625,0.275,-0.175
hateful,-0.625,0.275,-0.175
hating,-0.7,0.7,0.5
hatred,-0.625,0.275,-0.175
haughty,-0.7,0.7,0.5
haunt,-0.5,0.7,-0.5
haunted,-0.6,0.15,-0.4
haven,0.6,0.1,0.2
havoc,-0.6,0.7,0.0
hawk,-0.5,0.7,-0.5
hazard,-0.5,0.7,-0.5
hazardous,-0.5,0.7,-0.5
haze,-0.5,0.7,-0.5
headlight,0.2,0.5,0.3
heal,0.7,0.35,0.35
healing,0.5333,0.4,0.3333
healthful,0.8,0.6,0.5
hearing,-0.5,0.7,-0.5
hearse,-0.6,0.15,-0.4
heartache,-0.7,-0.4,-0.3
heartfelt,0.2333,0.1,0.1333
heartily,0.8,0.6,0.5
heartless,-0.7,-0.4,-0.3
heartworm,-0.6,0.1,-0.4
heathen,-0.5,0.7,-0.5
heavenly,0.5333,0.4,0.3333
heavens,0.7,0.35,0.35
hedonism,0.8,0.6,0.5
heft,-0.15,0.6,-0.1
heighten,-0.5,0.7,-0.5
hell,-0.625,0.275,-0.175
hellish,-0.625,0.275,-0.175
helmet,-0.5,0.7,-0.5
helper,0.6,0.1,0.2
helpful,0.7,0.35,0.35
helpless,-0.6,0.15,-0.4
helplessness,-0.6,0.15,-0.4
hemorrhage,-0.6,0.1333,-0.4
heretic,-0.6,0.1,-0.4
heritage,0.6,0.1,0.2
hermaphrodite,0.3,0.7,-0.1
hermit,-0.05,-0.15,-0.05
hero,0.475,0.475,0.225
heroic,0.5667,0.4667,0.2
heroine,0.6,0.1,0.2
heroism,0.475,0.475,0.225
herpes,-0.6,0.1,-0.4
herpesvirus,-0.6,0.1,-0.4
hesitation,-0.5,0.7,-0.5
heyday,0.5333,0.4,0.3333
hide,-0.5,0.7,-0.5
hideous,-0.6,0.1333,-0.4
hiding,-0.5,0.7,-0.5
highest,0.2,0.625,0.05
hilarious,0.55,0.65,0.2
hilarity,0.8,0.6,0.5
hindering,-0.7,-0.4,-0.3
hire,0.5333,0.4,0.3333
hiss,-0.6,0.7,0.0
hit,-0.7,0.7,0.5
hoary,-0.7,-0.4,-0.3
hoax,-0.425,0.275,-0.075
hobby,0.8,0.6,0.5
hobo,-0.7,-0.4,-0.3
hog,-0.6,0.1,-0.4
holiday,0.5,0.55,0.4
holiness,0.28,0.52,0.08
hollow,-0.7,-0.4,-0.3
holocaust,-0.625,0.275,-0.175
homeless,-0.46,0.32,-0.08
homesick,-0.7,-0.4,-0.3
homework,-0.5,0.7,-0.5
homicidal,-0.6,0.7,0.0
homicide,-0.625,0.275,-0.175
honest,-0.1833,0.3,0.0
honesty,0.6,0.1,0.2
honeymoon,0.475,0.475,0.225
honor,0.6,0.1,0.2
honorable,0.6,0.1,0.2
hood,-0.6,0.5,-0.1333
hooded,-0.5,0.7,-0.5
hoot,-0.65,0.4,0.05
hope,0.475,0.475,0.225
hopeful,0.475,0.475,0.225
hopeless,-0.6,0.15,-0.4
hopelessness,-0.625,0.275,-0.175
horde,0.3,0.7,-0.1
horizon,0.2,0.5,0.3
horoscope,0.2,0.5,0.3
horrible,-0.6,0.5,-0.1333
horrid,-0.625,0.275,-0.175
horrific,-0.625,0.275,-0.175
horrified,-0.5,0.7,-0.5
horrifying,-0.6,0.1333,-0.4
horror,-0.44,0.36,-0.16
horrors,-0.6,0.15,-0.4
horse,0.6,0.1,0.2
hospice,-0.7,-0.4,-0.3
hospital,-0.2,0.1333,-0.2
hostage,-0.6,0.7,0.0
hostile,-0.6,0.5,-0.1333
hostilities,-0.6,0.7,0.0
hostility,-0.65,0.4,0.05
hot,-0.7,0.7,0.5
howl,-0.44,0.36,-0.16
huff,-0.65,0.4,0.05
hug,0.7,0.35,0.35
hulk,-0.6,0.1,-0.4
humanitarian,0.475,0.475,0.225
humanity,0.7,0.35,0.35
humble,-0.65,-0.15,-0.35
humbled,-0.7,-0.4,-0.3
humbug,-0.6667,0.1333,-0.0667
humiliate,-0.7,0.15,0.1
humiliating,-0.6,0.1,-0.4
humiliation,-0.65,-0.15,-0.35
humility,0.6,0.1,0.2
humorous,0.8,0.6,0.5
hungry,0.2,0.5,0.3
hunter,-0.3333,0.2667,-0.1667
hunting,-0.3333,0.6333,0.1
hurrah,0.8,0.6,0.5
hurricane,-0.5,0.7,-0.5
hurried,0.2,0.5,0.3
hurry,0.2,0.5,0.3
hurt,-0.6333,0.3333,-0.1
hurtful,-0.625,0.275,-0.175
hurting,-0.6333,0.3333,-0.1
husbandry,0.6,0.1,0.2
hut,-0.7,-0.4,-0.3
hydra,-0.5,0.7,-0.5
hydrocephalus,-0.6,0.1333,-0.4
hymn,0.225,0.2,0.175
hype,0.2,0.5,0.3
hypertrophy,-0.2667,0.5,-0.3333
hypocrite,-0.6,0.1,-0.4
hypocritical,-0.6,0.1,-0.4
hypothesis,0.25,0.6,0.1
hysteria,-0.5,0.7,-0.5
hysterical,-0.6,0.7,0.0
idiocy,-0.6667,0.1333,-0.0667
idiot,-0.6,0.1,-0.4
idiotic,-0.65,0.4,0.05
idolatry,-0.55,0.4,-0.45
ignorant,-0.6,0.1,-0.4
ill,-0.625,0.275,-0.175
illegal,-0.625,0.275,-0.175
illegality,-0.6,0.5,-0.1333
illegitimate,-0.44,0.36,-0.16
illicit,-0.6,0.5,-0.1333
illiterate,-0.6,0.1,-0.4
illness,-0.6,0.15,-0.4
illuminate,0.4333,0.6,0.2333
illumination,0.5667,0.4667,0.2
illusion,0.3,0.7,-0.1
immaculate,0.7,0.35,0.35
immature,0.2,0.5,0.3
immaturity,-0.25,0.6,0.4
immediacy,0.3,0.7,-0.1
immediately,0.2,0.5,0.3
immerse,0.28,0.52,0.08
immigrant,-0.5,0.7,-0.5
imminent,-0.15,0.6,-0.1
immoral,-0.625,0.275,-0.175
immorality,-0.65,0.4,0.05
immortality,0.2,0.5,0.3
immovable,0.6,0.1,0.2
immunization,0.6,0.1,0.2
impart,0.6,0.1,0.2
impartial,0.6,0.1,0.2
impartiality,0.6,0.1,0.2
impatient,0.2,0.5,0.3
impeach,-0.55,0.4,-0.45
impeccable,0.6,0.1,0.2
impending,-0.15,0.6,-0.1
impenetrable,0.6,0.1,0.2
impermeable,-0.6,0.7,0.0
implicate,-0.7,0.7,0.5
impolite,-0.6,0.1,-0.4
importance,0.2,0.5,0.3
important,0.6,0.1,0.2
impossible,-0.7,-0.4,-0.3
impotence,-0.6333,0.3333,-0.1
impressionable,0.6,0.1,0.2
imprisoned,-0.625,0.275,-0.175
imprisonment,-0.625,0.275,-0.175
improve,0.5333,0.4,0.3333
improvement,0.7,0.35,0.35
improvisation,0.3,0.7,-0.1
improvise,0.25,0.6,0.1
imprudent,-0.7,-0.4,-0.3
impure,-0.6,0.1,-0.4
impurity,-0.6,0.1,-0.4
inability,-0.7,-0.4,-0.3
inadequate,-0.7,-0.4,-0.3
inadmissible,-0.65,0.4,0.05
inappropriate,-0.6667,0.1333,-0.0667
inattention,-0.7,0.7,0.5
inaugural,0.2,0.5,0.3
inauguration,0.5333,0.4,0.3333
incarceration,-0.625,0.275,-0.175
incase,-0.625,0.275,-0.175
incendiary,-0.3,0.7,-0.0333
incense,-0.7,0.7,0.5
incest,-0.625,0.275,-0.175
incestuous,-0.6,0.1,-0.4
incident,0.3,0.7,-0.1
incite,-0.3333,0.6333,0.1
incline,0.6,0.1,0.2
inclusion,0.6,0.1,0.2
income,0.225,0.2,0.175
incompatible,-0.6667,0.1333,-0.0667
incompetent,-0.7,0.15,0.1
incongruous,-0.7,0.7,0.5
inconsequential,-0.7,-0.4,-0.3
inconsiderate,-0.6667,0.1333,-0.0667
incontinence,0.3,0.7,-0.1
inconvenient,-0.6667,0.1333,-0.0667
incredulous,-0.65,0.4,0.05
incrimination,-0.6,0.15,-0.4
incubus,-0.55,0.4,-0.45
incurable,-0.625,0.275,-0.175
incursion,-0.5,0.7,-0.5
indecency,-0.65,0.4,0.05
indecent,-0.6,0.1,-0.4
indefensible,-0.5,0.7,-0.5
indelible,0.6,0.1,0.2
indemnity,0.6,0.1,0.2
indent,0.6,0.1,0.2
indenture,-0.7,0.7,0.5
independence,0.475,0.475,0.225
indestructible,0.6,0.1,0.2
indict,-0.6,0.7,0.0
indictment,-0.5,0.7,-0.5
indifference,-0.625,0.275,-0.175
indigent,-0.7,-0.4,-0.3
indignant,-0.7,0.7,0.5
indignation,-0.65,0.4,0.05
indivisible,0.6,0.1,0.2
indoctrination,-0.6,0.7,0.0
indomitable,-0.5,0.7,-0.5
ineffectual,-0.6,0.1,-0.4
inefficiency,-0.65,-0.15,-0.35
inefficient,-0.7,-0.4,-0.3
inept,-0.65,0.4,0.05
ineptitude,-0.6,0.1333,-0.4
inequality,-0.6333,0.3333,-0.1
inexcusable,-0.6667,0.1333,-0.0667
inexplicable,0.3,0.7,-0.1
infallibility,0.6,0.1,0.2
infamous,-0.6,0.5,-0.1333
infamy,-0.7,-0.4,-0.3
infant,0.2,0.625,0.05
infanticide,-0.46,0.32,-0.08
infantile,-0.65,0.4,0.05
infarct,-0.1,0.7,-0.3
infect,-0.6,0.1,-0.4
infection,-0.5,0.7,-0.5
infectious,-0.6,0.1333,-0.4
inferior,-0.7,-0.4,-0.3
inferno,-0.6,0.7,0.0
infertility,-0.7,-0.4,-0.3
infestation,-0.55,0.4,-0.45
infidel,-0.6,0.5,-0.1333
infidelity,-0.625,0.275,-0.175
infinity,0.5333,0.4,0.3333
infirmity,-0.5,0.7,-0.5
inflation,-0.5,0.7,-0.5
inflict,-0.6333,0.3333,-0.1
infliction,-0.6,0.15,-0.4
influential,0.6,0.1,0.2
inform,0.6,0.1,0.2
infraction,-0.7,0.7,0.5
infrequent,0.3,0.7,-0.1
inheritance,0.475,0.475,0.225
inhibit,-0.6667,0.1333,-0.0667
inhospitable,-0.7,-0.4,-0.3
inhuman,-0.625,0.275,-0.175
inhumanity,-0.7,-0.4,-0.3
inimical,-0.7,0.15,0.1
inimitable,0.6,0.1,0.2
iniquity,-0.6,0.1,-0.4
injection,-0.5,0.7,-0.5
injure,-0.6333,0.3333,-0.1
injured,-0.6,0.15,-0.4
injurious,-0.6333,0.3333,-0.1
injury,-0.6333,0.3333,-0.1
injustice,-0.7,0.7,0.5
inmate,-0.55,0.4,-0.45
innocent,0.6,0.1,0.2
inoculation,0.4,0.3,0.25
inoperative,-0.7,0.7,0.5
inquiry,0.2,0.5,0.3
insane,-0.6,0.7,0.0
insanity,-0.625,0.275,-0.175
insecure,-0.6333,0.3333,-0.1
insecurity,-0.5,0.7,-0.5
inseparable,0.7,0.35,0.35
insidious,-0.6,0.5,-0.1333
insignificant,-0.7,0.15,0.1
insolvency,-0.3,0.3333,-0.3
insolvent,-0.2,0.1333,-0.2
inspiration,0.5,0.55,0.4
inspire,0.5333,0.4,0.3333
inspired,0.5667,0.4667,0.2
instability,-0.55,0.4,-0.45
install,0.2,0.5,0.3
instinctive,-0.6,0.5,-0.1333
institute,0.6,0.1,0.2
instruct,0.6,0.1,0.2
instruction,0.6,0.1,0.2
instructions,0.4,0.3,0.25
instructor,0.4,0.3,0.25
insufficiency,-0.7,0.7,0.5
insulation,0.6,0.1,0.2
insult,-0.425,0.275,-0.075
insulting,-0.625,0.275,-0.175
insure,0.6,0.1,0.2
insurmountable,-0.6,0.15,-0.4
insurrection,-0.7,0.7,0.5
intact,0.6,0.1,0.2
integrity,0.6,0.1,0.2
intelligence,0.3,0.4667,0.0667
intelligent,0.6,0.1,0.2
intend,0.6,0.1,0.2
intended,0.2,0.5,0.3
intense,-0.0167,0.4833,0.0333
inter,-0.7,-0.4,-0.3
intercede,-0.6,0.15,-0.4
intercession,0.6,0.1,0.2
interested,-0.65,-0.15,-0.35
interim,0.2,0.5,0.3
interior,0.0,0.1,-0.1
interment,-0.7,-0.4,-0.3
interminable,-0.25,0.6,0.4
intermission,0.2,0.5,0.3
interrogate,-0.5,0.7,-0.5
interrogation,-0.5,0.7,-0.5
interrupt,-0.2,0.7,0.2
interrupted,-0.7,-0.4,-0.3
intervention,-0.7,-0.4,-0.3
interviewer,-0.5,0.7,-0.5
intestinal,-0.6,0.1,-0.4
intimate,0.5333,0.4,0.3333
intimately,0.1667,0.6,0.1
intimidate,-0.5,0.7,-0.5
intimidation,-0.6,0.7,0.0
intolerable,-0.7,0.7,0.5
intolerance,-0.6,0.5,-0.1333
intolerant,-0.625,0.275,-0.175
intoxicated,-0.6,0.1,-0.4
intractable,-0.7,0.7,0.5
intrigue,0.0,0.6333,-0.1
intruder,-0.3,0.7,-0.0333
intrusion,-0.5,0.7,-0.5
intrusive,-0.375,0.55,-0.125
intuition,0.6,0.1,0.2
intuitively,0.2,0.5,0.3
invade,-0.4,0.425,-0.1
invader,-0.6333,0.3333,-0.1
invalid,-0.7,-0.4,-0.3
invasion,-0.7,0.7,0.5
investigation,0.2,0.5,0.3
invitation,0.2,0.5,0.3
invite,0.475,0.475,0.225
inviting,0.475,0.475,0.225
invocation,0.4,0.3,0.25
invoke,0.2,0.5,0.3
involution,-0.7,0.7,0.5
involvement,-0.7,0.7,0.5
irate,-0.7,0.7,0.5
ire,-0.7,0.7,0.5
iris,-0.5,0.7,-0.5
iron,0.6,0.1,0.2
irrational,-0.55,0.4,-0.45
irreconcilable,-0.6333,0.3333,-0.1
irrefutable,0.6,0.1,0.2
irreparable,-0.6,0.15,-0.4
irritability,-0.7,0.7,0.5
irritable,-0.7,0.7,0.5
irritating,-0.65,0.4,0.05
irritation,-0.6667,0.1333,-0.0667
isolate,-0.7,-0.4,-0.3
isolated,-0.6,0.15,-0.4
isolation,-0.7,-0.4,-0.3
jab,-0.7,0.7,0.5
jackpot,0.4333,0.6,0.2333
jail,-0.6,0.15,-0.4
janitor,-0.6,0.1,-0.4
jarring,-0.6,0.15,-0.4
jaundice,-0.5,0.7,-0.5
jaws,-0.5,0.7,-0.5
jealous,-0.65,0.4,0.05
jealousy,-0.625,0.275,-0.175
jeopardize,-0.6,0.7,0.0
jeopardy,-0.15,0.6,-0.1
jerk,-0.2,0.7,0.2
jest,0.55,0.65,0.2
john,-0.6,0.1,-0.4
joker,0.55,0.65,0.2
jolt,0.3,0.7,-0.1
journalism,0.6,0.1,0.2
journey,0.1667,0.6,0.1
journeyman,0.6,0.1,0.2
jovial,0.8,0.6,0.5
joy,0.8,0.6,0.5
joyful,0.7,0.35,0.35
joyous,0.8,0.6,0.5
jubilant,0.5667,0.4667,0.2
jubilee,0.55,0.65,0.2
judgment,0.3,0.7,-0.1
judicial,0.4,0.3,0.25
judiciary,0.4,0.3,0.25
judicious,0.6,0.1,0.2
jump,0.8,0.6,0.5
jungle,-0.5,0.7,-0.5
jurisprudence,-0.7,-0.4,-0.3
jurist,0.6,0.1,0.2
jury,0.6,0.1,0.2
justice,0.6,0.1,0.2
justifiable,0.6,0.1,0.2
kennel,-0.7,-0.4,-0.3
kerosene,-0.5,0.7,-0.5
khan,0.05,0.4,-0.15
kick,-0.7,0.7,0.5
kicking,-0.7,0.7,0.5
kidnap,-0.4,0.425,-0.1
kill,-0.6,0.15,-0.4
killing,-0.6333,0.3333,-0.1
kind,0.7,0.35,0.35
kindred,0.5333,0.4,0.3333
kiss,0.4333,0.6,0.2333
kite,-0.6,0.1,-0.4
kitten,0.7,0.35,0.35
knell,-0.6,0.15,-0.4
knickers,0.6,0.1,0.2
kudos,0.8,0.6,0.5
label,0.6,0.1,0.2
labor,0.475,0.475,0.225
labored,-0.7,-0.4,-0.3
labyrinth,0.2,0.5,0.3
lace,-0.325,0.275,-0.025
lagging,-0.45,0.225,0.025
lamb,0.7,0.35,0.35
lament,-0.6,0.1333,-0.4
lamenting,-0.7,-0.4,-0.3
landmark,0.6,0.1,0.2
landslide,-0.6,0.15,-0.4
languishing,-0.6,0.15,-0.4
larceny,-0.6,0.1,-0.4
larger,0.1,0.3,-0.1
laser,0.6,0.1,0.2
lash,-0.6,0.7,0.0
late,-0.7,-0.4,-0.3
latent,-0.2,0.5,0.075
latrines,-0.6,0.1,-0.4
laugh,0.55,0.65,0.2
laughable,-0.6,0.1,-0.4
laughing,0.8,0.6,0.5
laughter,0.4333,0.6,0.2333
launch,0.2,0.5,0.3
laureate,0.6,0.1,0.2
laurels,0.8,0.6,0.5
lava,-0.6,0.7,0.0
lavatory,-0.6,0.1,-0.4
law,0.6,0.1,0.2
lawful,0.6,0.1,0.2
lawlessness,-0.6,0.7,0.0
lawsuit,-0.44,0.36,-0.16
lawyer,-0.6,0.5,-0.1333
lax,-0.7,-0.4,-0.3
laxative,-0.55,0.4,-0.45
leader,0.6,0.1,0.2
leading,0.6,0.1,0.2
leaning,0.6,0.1,0.2
